date,day,campus,weather,count,meal,soup,main_dish,vegetarian,side_dishes,dessert
2024-06-21,friday,kuzey,26.86,88,lunch,mahluta corba,et doner,falafel,"garniturlu pirinc pilavi, domates soslu makarna","ayran, mevsim salata, meyve"
2024-06-22,saturday,kuzey,25.5,74,lunch,alaca corba,etli manti,vegan manti,"saksuka, zy.barbunya","meyve suyu, dondurma, salata"
2024-06-23,sunday,kuzey,25.77,120,lunch,ezogelin corba,pizza,mucver,"zy.orbit fasulye, sogan halkasi","kola, islak kek, meyve"
2024-06-24,monday,kuzey,26.48,373,lunch,sef'in corbasi,etli patates musakka,etsiz patates graten,"nohutlu pirinc pilavi, eriste","supangle, salata, limonata"
2024-06-25,tuesday,kuzey,26.86,782,lunch,dugun corba,manisa kirkagac kofte,harput kofte,"pirinc pilavi, zy. orbit fasulye","humus, meyve, salata"
2024-06-26,wednesday,kuzey,26.56,785,lunch,krotonlu mercimek corba,tavuklu abant kebabi,kabak kalye,"misirli pirinc pilavi, penne makarna","portakalli gazoz, meyve, haydari"
2024-06-27,thursday,kuzey,25.77,926,lunch,mahluta corba,et doner,falafel,"garniturlu pirinc pilavi, domates soslu makarna","ayran, soda, mevsim salata"
2024-06-28,friday,kuzey,25.95,487,lunch,domates corba,alinazik kebabi,patlican tava,"bulgur pilavi, melek pilavi","kola, mevsim salata, meyve"
2024-06-29,saturday,kuzey,26.2,149,lunch,naneli yogurt corba,etli nohut,etsiz nohut,"mercimekli bulgur pilavi, pirinc pilavi","ayran, coban salata, meyve"
2024-06-30,sunday,kuzey,28.31,169,lunch,domates corba,nugget,bruksel lahana,"soslu spagetti, pirinc pilavi","sekerpare, salata, soda"
2024-01-01,monday,kuzey,12.73,665,dinner,ezogelin corba,ankara tava,sebze buketi,"zy.barbunya, ispanakli gul boregi","pembe sultan, soda, meyve"
2024-01-02,tuesday,kuzey,8.33,1188,dinner,vitamin corba,etli kuru fasulye,etsiz kuru fasulye,"arpa sehriyeli pirinc pilavi, bulgur pilavi","ayran, tursu, meyve"
2024-01-03,wednesday,kuzey,11.88,1475,dinner,brokoli corba,firin kofte + patates,nohutlu kabak,soslu spagetti,"haydari, soda, meyve"
2024-01-04,thursday,kuzey,11.98,1048,dinner,dugun corba,etli turlu,sebze turlu,mercimekli bulgur pilavi,"yogurt, salata, meyve"
2024-01-05,friday,kuzey,7.76,1264,dinner,domates corba,firin tavuk but,zy.brokoli,"zerdecalli pirinc pilavi, bulgur pilavi","mor salata, ayran, meyve"
2024-01-06,saturday,kuzey,11.68,1,dinner,saray corba,izmir kofte,zy.enginar,soslu makarna,"cevizli baklava, soda, yesil salata"
2024-01-07,sunday,kuzey,12.95,605,dinner,kis corbasi,kiymali yesil mercimek,yesil mercimek yemegi,gul boregi,"ayran, meyve, salata"
2024-01-08,monday,kuzey,7.86,1336,dinner,gendime corba,misket kofte,zy.kereviz,"sehriyeli pirinc pilavi, bulgur pilavi","ayran, meyve, gazoz"
2024-01-09,tuesday,kuzey,4.48,695,dinner,elvankiz corba,etli taze fasulye,etsiz taze fasulye,soslu makarna,"pembe sultan, gazoz, salata"
2024-01-10,wednesday,kuzey,3.06,1345,dinner,tutmac corba,tavuk baget,zy.brokoli,"arpa sehriye pilavi, mercimekli bulgur pilavi","meyve, ayran, soda"
2024-01-11,thursday,kuzey,2.76,1076,dinner,ezogelin corba,etli manti,vegan manti,"zy.orbit fasulye, zy.patlican dolma","cevizli baklava, salata, soda"
2024-01-12,friday,kuzey,2.86,704,dinner,tarhana corba,etli kuru fasulye,etsiz kuru fasulye,bulgur pilavi,"yogurt, salata, tursu"
2024-01-13,saturday,kuzey,1.06,386,dinner,mercimek corba,kiymali karnabahar,karnabahar graten,"sehriyeli pirinc pilavi, bulgur pilavi","ayran, salata, meyve"
2024-01-14,sunday,kuzey,4.6,368,dinner,vitamin corba,bahcivan kebabi,sebze turlu,"nohutlu pirinc pilavi, bulgur pilavi","salata, yogurt, meyve"
2024-01-15,monday,kuzey,10.08,325,dinner,mercimek corba,etli taze fasulye,zy.taze fasulye,"bulgur pilavi, melek pilavi","cacik, salata, meyve"
2024-01-16,tuesday,kuzey,7.63,290,dinner,sifa corba,kiymali yesil mercimek,yesil mercimek yemegi,"misirli pirinc pilavi, soslu spagetti","meyve, coleslaw salata, soda"
2024-01-17,wednesday,kuzey,5.8,297,dinner,mahluta corba,kiymali karisik dolma,zy. patlican dolma,"su boregi, soslu makarna","mevsim salata, komposto, meyve"
2024-01-18,thursday,kuzey,14.05,302,dinner,andaloz corba,hunkar begendi,patlican yemegi,"bulgur pilavi, melek pilavi","mor salata, meyve, soda"
2024-01-19,friday,kuzey,13.63,191,dinner,mahluta corba,bahcivan kebabi,nohutlu kabak,"sehriyeli pirinc pilavi, mercimekli bulgur pilavi","meyve, limonata, mevsim salata"
2024-01-20,saturday,kuzey,3.98,122,dinner,ezogelin corba,etli bezelye,etsiz bezelye,bulgur pilavi,"yogurt, mor salata, cevizli kadayif"
2024-01-21,sunday,kuzey,4.78,124,dinner,suleymaniye corba,etli guvec,sebze guvec,"sehriyeli pirinc pilavi, bulgur pilavi","biber borani, meyve, soda"
2024-01-22,monday,kuzey,4.88,180,dinner,tutmac corba,misket kofte,etsiz kapuska,"soslu makarna, sebzeli pirinc pilavi","kazandibi, gazoz, meyve"
2024-01-23,tuesday,kuzey,4.63,102,dinner,kabak corba,etli barbunya,zy.barbunya,"soslu makarna, bulgur pilavi","yogurt, salata, meyve"
2024-01-24,wednesday,kuzey,4.1,163,dinner,kafkas corba,cin usulu  tavuk sote,bugdayli pazi,"arpa sehriye pilavi, bulgur pilavi","yogurt, salata, limonata"
2024-01-25,thursday,kuzey,6.66,132,dinner,sebze corba,firin tavuk but,harput kofte,spagetti makarna,"gazoz, havuc tarator, meyve"
2024-01-26,friday,kuzey,3.76,140,dinner,yayla corba,beef navarin,zy.barbunya,bulgur pilavi,"coleslaw salata, portakalli gazoz, sekerpare"
2024-01-27,saturday,kuzey,5.3,53,dinner,mercimek corba,kiymali ispanak,bugdayli nohutlu ispanak,"su boregi, cevizli eriste","salata, meyve, kemalpasa"
2024-01-28,sunday,kuzey,3.06,74,dinner,toyga corba,bahcivan kebabi,zy.mantar,meyhane pilavi,"mor salata, meyve, soda"
2024-01-29,monday,kuzey,2.43,125,dinner,kabak corba,meksika soslu tavuk,zy.brokoli,zerdecalli makarna,"kazandibi, gazoz, mevsim salata"
2024-01-30,tuesday,kuzey,3.76,152,dinner,andaloz corba,firin kofte + patates,harput kofte,soslu makarna,"salata, meyve, ayran"
2024-01-31,wednesday,kuzey,5.26,124,dinner,ezogelin corba,tavuk schnitzel,zy. bruksel lahanasi,spagetti makarna,"ayran, meyve, pembe sultan"
2024-02-01,thursday,kuzey,2.13,116,dinner,domates corba,etli nohut,etsiz nohut,bulgur pilavi,"yogurt, tursu, salata"
2024-02-02,friday,kuzey,6.2,91,dinner,tarhana corba,kiymali ispanak,bugdayli nohutlu ispanak,"su boregi, soslu makarna","mor salata, fanta, meyve"
2024-02-03,saturday,kuzey,3.03,94,dinner,naneli yogurt corba,tavuk kok kanat,zy.orbit fasulye,bulgur pilavi,"ayran, humus, salata"
2024-02-04,sunday,kuzey,8.08,122,dinner,mahluta corba,pizza + patates,mucver,"sogan halkasi, zy.barbunya","kazandibi, gazoz, meyve"
2024-02-05,monday,kuzey,12.51,221,dinner,sef'in corbasi,elbasan tava,sebze graten,"nohutlu pirinc pilavi, mercimekli bulgur pilavi","salata, meyve, fanta"
2024-02-06,tuesday,kuzey,11.08,168,dinner,antep corba,etli manti,vejetaryen manti,"zy.barbunya, zy. bruksel lahana","soda, soslu muhallebi, salata"
2024-02-07,wednesday,kuzey,14.11,216,dinner,tarhana corba,etli kuru fasulye,gemici usulu kuru fasulye,bulgur pilavi,"yogurt, tursu, meyve"
2024-02-08,thursday,kuzey,12.61,268,dinner,koylu corba,etli guvec,sebze guvec,"sehriyeli pirinc pilavi, nohutlu bulgur pilavi","yogurt, meyve, gazoz"
2024-02-09,friday,kuzey,11.7,217,dinner,yayla corba,etli bezelye,bezelye yemegi,su boregi,"mor salata, meyve, fanta"
2024-02-10,saturday,kuzey,15.11,1,dinner,ezogelin corba,pilic nugget,zy.karnabahar,zerdecalli makarna,"tulumba tatlisi, meyve, soda"
2024-02-11,sunday,kuzey,13.53,164,dinner,koylu corba,kiymali yesil mercimek,yesil mercimek,gul boregi,"mevsim salata, meyve, limonata"
2024-02-12,monday,kuzey,11.51,875,dinner,antep corba,kis turlusu,sebze sote,bulgur pilavi,"soda, yesil salata, meyve"
2024-02-13,tuesday,kuzey,6.96,1067,dinner,alaca corba,etli bezelye,bezelye yemegi,eriste,"yogurt, mevsim salata, meyve"
2024-02-14,wednesday,kuzey,7.5,814,dinner,ezogelin corba,kiymali ispanak,bugdayli nohutlu ispanak,"su boregi, soslu makarna","mor salata, meyve, cevizli kadayif"
2024-02-15,thursday,kuzey,6.46,1084,dinner,sehriye corba,orman kebabi,zy.enginar,"zerdecalli pirinc pilavi, bulgur pilavi","haydari, meyve, limonata"
2024-02-16,friday,kuzey,6.13,916,dinner,mercimek corba,etli mantar sote,mantar sote,"nohutlu pirinc pilavi, soslu makarna","profiterol, mevsim salata, gazoz"
2024-02-17,saturday,kuzey,5.88,566,dinner,mahluta corba,ankara tava,mucver,"zy.kereviz, zy. brokoli","soda, meyve, coleslaw salata"
2024-02-18,sunday,kuzey,4.08,672,dinner,elvankiz corba,misket kofte,zy. bruksel lahanasi,soslu makarna,"kazandibi, mevsim salata, soda"
2024-02-19,monday,kuzey,6.13,1423,dinner,mahluta corba,kibrit kebabi,nohutlu kabak,bulgur pilavi,"mevsim salata, soda, meyve"
2024-02-20,tuesday,kuzey,4.13,1555,dinner,sifa corba,tas kebabi,falafel,bulgur pilavi,"tulumba tatlisi, mevsim salata, meyve"
2024-02-21,wednesday,kuzey,3.23,1479,dinner,brokoli corba,firin kofte,harput kofte,peynirli makarna,"ayran, meyve, mevsim salata"
2024-02-22,thursday,kuzey,4.6,1513,dinner,andaloz corba,pilic emense,bugdayli pazi,soslu makarna,"meyve, soda, coleslaw salata"
2024-02-23,friday,kuzey,10.2,207,dinner,toyga corba,kiymali yesil mercimek,yesil mercimek yemegi,su boregi,"cilekli puding, mevsim salata, soda"
2024-02-24,saturday,kuzey,10.53,313,dinner,sef'in corbasi,etli taze fasulye,taze fasulye,spagetti makarna,"soda, meyve, komposto"
2024-02-25,sunday,kuzey,10.8,649,dinner,safak corba,tavuk schnitzel,zy.karnabahar,"nohutlu pirinc pilavi, soslu makarna","gazoz, haydari, meyve"
2024-02-26,monday,kuzey,7.6,1104,dinner,andaloz corba,etli guvec,sebze guvec,bulgur pilavi,"ayran, meyve, mevsim salata"
2024-02-27,tuesday,kuzey,6.13,1346,dinner,alaca corba,,zy. patlican dolma,"su boregi, soslu makarna","cevizli kadayif, mevsim salata, soda"
2024-02-28,wednesday,kuzey,6.98,1307,dinner,mercimek corba,etli nohut,etsiz nohut,sebzeli bulgur pilavi,"tursu, yogurt, meyve"
2024-02-29,thursday,kuzey,7.23,904,dinner,sehriye corba,kiymali ispanak,bugdayli nohutlu ispanak,"gul boregi, soslu makarna","muzlu puding, mevsim salata, soda"
2024-03-01,friday,kuzey,6.96,909,dinner,tarhana corba,pureli tas kebabi,patlican yemegi,"bulgur pilavi, gokkusagi pilavi","meyve, salata, soda"
2024-03-02,saturday,kuzey,7.53,332,dinner,andaloz corba,kiymali ispanak,ispanak yemegi,"gul boregi, eriste","meyve, muzlu puding, limonata"
2024-03-03,sunday,kuzey,6.53,516,dinner,antep corba,etli yaprak sarma,zy.yaprak sarma,"soslu makarna, su boregi","tavuk gogsu, mor salata, soda"
2024-03-04,monday,kuzey,7.58,1513,dinner,mercimek corba,firin tavuk but,pirasa yemegi,"melek pilavi, soslu makarna","meyve, coleslaw salata, soda"
2024-03-05,tuesday,kuzey,7.73,1563,dinner,tarhana corba,izmir kofte,zy.brokoli,eriste,"meyve, ayran, salata"
2024-03-06,wednesday,kuzey,6.16,1026,dinner,sehriye corba,kiymali yesil mercimek,yesil mercimek yemegi,bulgur pilavi,"salata, ayran, soda"
2024-03-07,thursday,kuzey,5.78,1504,dinner,toyga corba,cordon bleu,harput kofte,"soslu spagetti, melek pilavi","meyve, tabule, kazandibi"
2024-03-08,friday,kuzey,5.86,782,dinner,mahluta corba,etli manti,vegan manti,"zy.barbunya, zy. orbit fasulye","limonata, hosmerim, meyve"
2024-03-09,saturday,kuzey,4.48,671,dinner,anadolu corbasi,izmir kofte,zy. bruksel lahanasi,yesil mercimekli bulgur pilavi,"ayran, mevsim salata, meyve"
2024-03-10,sunday,kuzey,6.88,727,dinner,alaca corba,tepsi kebabi,zy. kereviz,bulgur pilavi,"kisir, tulumba tatlisi, soda"
2024-03-11,monday,kuzey,12.05,1192,dinner,sebze corba,etli kuru fasulye,etsiz kuru fasulye,bulgur pilavi,"tursu, zerde, yogurt"
2024-03-12,tuesday,kuzey,11.86,1745,dinner,antep corba,kekikli misket kofte,harput kofte,"eriste, gokkusagi pilavi","ayran, mor salata, meyve"
2024-03-13,wednesday,kuzey,8.51,1808,dinner,mantar corba,pilic topkapi,zy.enginar,"zy. orbit fasulye, saksuka","ayran, cevizli baklava, mor salata"
2024-03-14,thursday,kuzey,8.78,1552,dinner,tutmac corba,macar gulas,falafel,"spagetti makarna, zerdecalli pirinc pilavi","meyve, soda, piyaz"
2024-03-15,friday,kuzey,4.96,1191,dinner,safak corba,mantar soslu tavuk sinitzel,mantar sote,"soslu makarna, bulgur pilavi","hayrabolu tatlisi, gazoz, meyve"
2024-03-16,saturday,kuzey,6.1,795,dinner,naneli yogurt corba,salcali firin kofte,harput kofte,"spagetti makarna, melek pilavi","fanta, mevsim salata, tulumba tatlisi"
2024-03-17,sunday,kuzey,6.56,905,dinner,domates corba,tavuk baget haslama,sebze buketi,"soslu makarna, kus uzumlu pirinc pilavi","limonata, meyve, cig kofte"
2024-03-18,monday,kuzey,7.7,1437,dinner,antep corba,et sote,etsiz barbunya,"ic pilavi, eriste makarna","yogut, soda, mevsim salata"
2024-03-19,tuesday,kuzey,8.51,1938,dinner,ezogelin corba,kori soslu pilic sote,karnibahar yemegi,"misirli pirinc pilavi, bulgur pilavi","gazoz, havuc tarator, meyve"
2024-03-20,wednesday,kuzey,4.9,1564,dinner,cesmi nigar corba,kabak begendili kebap,sebze graten,"su boregi, nohutlu pirinc pilavi","meyve, mevsim salata, cevizli kadayif"
2024-03-21,thursday,kuzey,6.23,1438,dinner,tarhana corba,sulu kofte,patlican yemegi,soslu makarna,"meyve, mevsim salata, pembe sultan"
2024-03-22,friday,kuzey,3.46,1088,dinner,mahluta corba,dana haslama,sebze yemegi,eriste,"mevsim salata, yogurt, meyve"
2024-03-23,saturday,kuzey,5.18,1031,dinner,bugday corba,cin usulu  tavuk sote,pirasa yemegi,"melek pilavi, sebzeli bulgur pilavi","ayran, meyve, mor salata"
2024-03-24,sunday,kuzey,10.78,835,dinner,sehriye corba,tas kebabi,nohutlu kabak,bulgur pilavi,"mevsim salata, yogurt, meyve"
2024-03-25,monday,kuzey,7.1,1994,dinner,arpa sehriyeli corba,tavuk kulbasti,falafel,"eriste, meyhane pilavi","gazoz, mevsim salata, meyve"
2024-03-26,tuesday,kuzey,8.18,1376,dinner,naneli yogurt corba,etli nohut,etsiz nohut,bulgur pilavi,"mevsim salata, portakalli gazoz, gullac"
2024-03-27,wednesday,kuzey,14.28,1720,dinner,tarhana corba,hasanpasa kofte,patates graten,"nohutlu pilav, eriste","ayran, meyve, mevsim salata"
2024-03-28,thursday,kuzey,14.88,1803,dinner,suzme mercimek corba,pilic topkapi,harput kofte,"zy. orbit fasulye, karisik kizartma","tulumba tatlisi, mevsim salata, meyve"
2024-03-29,friday,kuzey,12.95,984,dinner,andaloz corba,etli karisik dolma,zy.dolma,"soslu makarna, su boregi","mevsim salata, meyve, limonata"
2024-03-30,saturday,kuzey,19.53,636,dinner,antep corba,etli nohut,etsiz nohut,"bulgur pilavi, melek pilavi","tursu, fanta, gullac"
2024-03-31,sunday,kuzey,15.53,852,dinner,alaca corba,alinazik kebabi,zy.brokoli,bulgur pilavi,"fanta, mercimek kofte, meyve"
2024-04-01,monday,kuzey,16.03,1798,dinner,toyga corba,cin usulu  tavuk sote,mucver,"penne makarna, melek pilavi","gazoz, supangle, salata"
2024-04-02,tuesday,kuzey,17.16,1344,dinner,sehriye corba,orman kebabi,bezelye yemegi,"meyhane pilavi, misirli pirinc pilavi","limonata, salata, gullac"
2024-04-03,wednesday,kuzey,12.98,1182,dinner,alaca corba,etli guvec,saksuka,"mercimekli bulgur pilavi, melek pilavi","salata, meyve, ayran"
2024-04-04,thursday,kuzey,10.43,954,dinner,antep corba,etli nohut,etsiz nohut,eristeli bulgur pilavi,"tursu, ayran, meyve"
2024-04-05,friday,kuzey,11.26,783,dinner,mahluta corba,kabak begendili kebap,zy. orbit fasulye,"bulgur pilavi, melek pilavi","lokma tatlisi, limonata, salata"
2024-04-06,saturday,kuzey,12.63,220,dinner,,cordon bleu,zy. kereviz,soslu makarna,"gazoz, salata, meyve"
2024-04-07,sunday,kuzey,10.91,200,dinner,safak corba,etli karisik dolma,zy.dolma,"gul boregi, zy.barbunya","salata, meyve, iki renkli muhallebi"
2024-04-08,monday,kuzey,10.63,202,dinner,mantar corba,kekikli misket kofte,patlican tava,"eriste, melek pilavi","komposto, mevsim salata, kisir"
2024-04-09,tuesday,kuzey,11.2,85,dinner,tarhana corba,etli manti,vegan manti,"zy.barbunya, zy. orbit fasulye","mevsim salata, soda, cevizli kadayif"
2024-04-10,wednesday,kuzey,10.28,66,dinner,sehriye corba,izmir kofte,falafel,zy.barbunya,"yogurt, mevsim salata, brownie"
2024-04-11,thursday,kuzey,12.16,95,dinner,koylu corba,tavuk kok kanat,zy.mantar,"melek pilavi, soslu makarna","cilekli puding, meyve, mevsim salata"
2024-04-12,friday,kuzey,12.55,124,dinner,alaca corba,tas kebabi,falafel,"bulgur pilavi, melek pilavi","soda, mevsim salata, meyve"
2024-04-13,saturday,kuzey,12.48,293,dinner,antep corba,manisa kirkagac kofte,karnabahar yemegi,soslu makarna,"gazoz, meyve, muzlu puding"
2024-04-14,sunday,kuzey,14.11,468,dinner,vitamin corba,tepsi kebabi,zy. bruksel lahanasi,"su boregi, zerdecalli pirinc pilavi","kirmizi pancar salata, revani, meyve"
2024-04-15,monday,kuzey,16.25,1017,dinner,domates corba,etli guvec,etsiz guvec,bulgur pilavi,"limonata, meyve, salata"
2024-04-16,tuesday,kuzey,20.08,1224,dinner,safak corba,bahcivan kebabi,nohutlu kabak,"bulgur pilavi, napoliten soslu makarna","visne soslu muhallebi, mevsim salata, meyve"
2024-04-17,wednesday,kuzey,18.81,1822,dinner,krutonlu mercimek corba,tavuk doner,mucver,kori soslu makarna,"gobek salata, limonata, meyve"
2024-04-18,thursday,kuzey,12.3,1597,dinner,antep corba,nugget + patates,sebze buketi,"su boregi, soslu makarna","kabak borani, meyve, gazoz"
2024-04-19,friday,kuzey,11.53,818,dinner,mahluta corba,patlican oturtma,saksuka,eriste,"mozaik pasta, meyve, mevsim salata"
2024-04-20,saturday,kuzey,10.2,555,dinner,tarhana corba,etli manti,vegan manti,"zy. taze fasulye, zy. bruksel lahana","fanta, mevsim salata, kazandibi"
2024-04-21,sunday,kuzey,12.78,694,dinner,alaca corba,,zy. patlican dolma,"spagetti makarna, gul boregi","limonata, mevsim salata, meyve"
2024-04-22,monday,kuzey,13.61,830,dinner,sehriye corba,kiymali ispanak,ispanak yemegi,"eriste, su boregi","fanta, mevsim salata, kadayifli muhallebi"
2024-04-23,tuesday,kuzey,15.51,1256,dinner,elvankiz corba,meksika soslu tavuk,nohutlu kabak,"kori soslu makarna, melek pilavi","gazoz, meyve, mevsim salata"
2024-04-24,wednesday,kuzey,19.61,1133,dinner,domates corba,kiymali karnabahar,karnabahar graten,"soslu spagetti, su boregi","trilece, soda, mevsim salata"
2024-04-25,thursday,kuzey,17.23,1189,dinner,sebze corba,etli kuru fasulye,etsiz kuru fasulye,bulgur pilavi,"tursu, yogurt, sekerpare"
2024-04-26,friday,kuzey,13.38,879,dinner,yayla corba,orman kebabi,bezelye yemegi,"melek pilavi, soslu makarna","mevsim salata, meyve, soda"
2024-04-27,saturday,kuzey,12.51,823,dinner,ezogelin corba,yayla soslu tavuk,zy.mantar,bulgur pilavi,"acili ezme, meyve, fanta"
2024-04-28,sunday,kuzey,13.38,674,dinner,krutonlu domates corba,etli bezelye,bezelye yemegi,meyhane pilavi,"misirli salata, soda, sutlac"
2024-04-29,monday,kuzey,13.01,1787,dinner,ezogelin corba,adana kofte,mantar sote,soslu makarna,"mevsim salata, meyve, soda"
2024-04-30,tuesday,kuzey,13.66,1041,dinner,antep corba,etli turlu,sebze yemegi,peynirli makarna,"ayran, soda, mevsim salata"
2024-05-01,wednesday,kuzey,12.63,665,dinner,mahluta corba,ciftlik kebabi,nohutlu kabak,"bulgur pilavi, misirli pirinc pilavi","cacik, meyve, salata"
2024-05-02,thursday,kuzey,14.26,1245,dinner,ezogelin corba,etli nohut,etsiz nohut,bulgur pilavi,"tursu, sekerpare, yogurt"
2024-05-03,friday,kuzey,14.13,987,dinner,alaca corba,etli manti,vejetaryen manti,"saksuka, mucver","supangle, meyve, mercimek kofte"
2024-05-04,saturday,kuzey,12.58,426,dinner,antep corba,etli taze fasulye,zy.taze fasulye,"bulgur pilavi, gul boregi","salata, meyve, yogurt"
2024-05-05,sunday,kuzey,10.43,763,dinner,sehriye corba,kadinbudu kofte,zy. bruksel lahanasi,"soslu makarna, zy.barbunya","meyve, salata, gazoz"
2024-05-06,monday,kuzey,10.86,847,dinner,kremali kabak corba + vegan corba,nohutlu kiymali ispanak yemegi,nohutlu ispanak yemegi,"gul boregi, soslu makarna","mozaik pasta, meyve, limonata"
2024-05-07,tuesday,kuzey,15.13,1590,dinner,safak corba,firin kofte,falafel,"soslu makarna, melek pilavi","ayran, salata, meyve"
2024-05-08,wednesday,kuzey,14.51,748,dinner,mantar corba,kiymali karnabahar,karnabahar yemegi,eriste,"kadayifli muhallebi, mevsim salata, meyve"
2024-05-09,thursday,kuzey,13.95,1629,dinner,yayla corba,kekikli pilic kavurma,patates graten,soslu makarna,"tabule, ayran, soda"
2024-05-10,friday,kuzey,13.13,691,dinner,sehriye corba,etli kuru fasulye,etsiz kuru fasulye,"bulgur pilavi, melek pilavi","tursu, cacik, meyve"
2024-05-11,saturday,kuzey,11.38,700,dinner,koylu corba,eksili kofte,mucver,"eriste, tepsi boregi","soda, meyve, iki renkli muhallebi"
2024-05-12,sunday,kuzey,13.43,823,dinner,alaca corba,pilic special but,zy. bruksel lahanasi,"bulgur pilavi, ic pilavi","limonata, havuc tarator, meyve"
2024-05-13,monday,kuzey,10.58,1011,dinner,antep corba,kiymali yesil mercimek,yesil mercimek yemegi,"eriste, kol boregi","soda, baklava, meyve"
2024-05-14,tuesday,kuzey,11.28,1725,dinner,vitamin corba,mantar soslu tavuk sote,mantar sote,soslu makarna,"meyve suyu, kisir, meyve"
2024-05-15,wednesday,kuzey,12.05,969,dinner,naneli yogurt corba,etli barbunya,zy.barbunya,bulgur pilavi,"ayran, lokma tatlisi, tursu"
2024-05-16,thursday,kuzey,13.05,750,dinner,safak corba,kiymali ispanak,ispanak yemegi,"su boregi, eriste","meyve, mevsim salata, supangle"
