date,day,campus,weather,count,meal,soup,main_dish,vegetarian,side_dishes,dessert,day_of_week,week_of_month,month,normalized_count,density
2024-05-09,thursday,4,14.44,79,0,47,55,36,125,274,3,1,4,0.4388888888888889,Medium
2024-05-10,friday,4,14.49,69,0,37,24,13,12,288,4,1,4,0.38333333333333336,Medium
2024-05-11,saturday,4,12.74,91,0,21,14,31,32,254,5,1,4,0.5055555555555555,High
2024-05-12,sunday,4,13.91,114,0,0,85,62,11,123,6,1,4,0.6333333333333333,Very High
2024-05-13,monday,4,12.27,59,0,3,62,61,28,248,0,2,4,0.3277777777777778,Medium
2024-05-14,tuesday,4,12.34,93,0,46,69,29,125,164,1,2,4,0.5166666666666667,High
2024-05-15,wednesday,4,12.91,45,0,30,18,66,7,10,2,2,4,0.25,Medium
2024-05-16,thursday,4,13.99,56,0,32,58,23,155,189,3,2,4,0.3111111111111111,Medium
2024-05-17,friday,4,14.29,60,0,30,8,76,7,314,4,2,4,0.3333333333333333,Medium
2024-05-18,saturday,4,14.64,111,0,0,81,26,132,131,5,2,4,0.6166666666666667,Very High
2024-05-19,sunday,4,14.81,62,0,3,62,61,59,337,6,2,4,0.34444444444444444,Medium
2024-05-20,monday,4,15.39,91,0,21,57,47,73,40,0,3,4,0.5055555555555555,High
2024-05-21,tuesday,4,15.29,112,0,47,73,14,101,126,1,3,4,0.6222222222222222,Very High
2024-05-22,wednesday,4,15.89,62,0,26,99,13,73,291,2,3,4,0.34444444444444444,Medium
2024-05-23,thursday,4,15.62,73,0,1,58,23,54,75,3,3,4,0.40555555555555556,Medium
2024-05-24,friday,4,16.64,121,0,2,10,18,84,74,4,3,4,0.6722222222222223,Very High
2024-05-25,saturday,4,16.64,65,0,34,77,38,136,84,5,3,4,0.3611111111111111,Medium
2024-05-26,sunday,4,15.97,147,0,32,105,34,17,13,6,3,4,0.8166666666666667,Very High
2024-05-27,monday,4,15.41,80,0,20,31,49,159,48,0,4,4,0.4444444444444444,Medium
2024-05-28,tuesday,4,15.62,75,0,24,78,40,62,32,1,4,4,0.4166666666666667,Medium
2024-05-29,wednesday,4,19.22,69,0,27,19,1,17,325,2,4,4,0.38333333333333336,Medium
2024-05-30,thursday,4,20.3,70,0,9,17,34,170,249,3,4,4,0.3888888888888889,Medium
2024-05-31,friday,4,22.6,90,0,3,76,1,17,324,4,4,4,0.5,High
2024-06-01,saturday,4,23.8,112,0,12,64,44,132,195,5,0,5,0.6222222222222222,Very High
2024-06-02,sunday,4,22.56,110,0,47,9,34,12,22,6,0,5,0.6111111111111112,Very High
2024-06-03,monday,4,22.3,62,0,15,26,58,171,216,0,1,5,0.34444444444444444,Medium
2024-06-04,tuesday,4,24.56,74,0,15,25,29,139,168,1,1,5,0.4111111111111111,Medium
2024-06-05,wednesday,4,22.4,37,0,42,29,64,46,273,2,1,5,0.20555555555555555,Low
2024-06-06,thursday,4,21.98,49,0,26,93,65,108,25,3,1,5,0.2722222222222222,Medium
2024-06-07,friday,4,21.44,52,0,12,82,36,100,253,4,1,5,0.28888888888888886,Medium
2024-06-08,saturday,4,21.72,22,0,21,87,21,61,41,5,1,5,0.12222222222222222,Low
2024-06-09,sunday,4,21.92,22,0,1,30,76,106,69,6,1,5,0.12222222222222222,Low
2024-06-10,monday,4,23.14,10,0,3,58,23,31,104,0,2,5,0.05555555555555555,Very Low
2024-06-11,tuesday,4,30.02,9,0,27,61,16,143,57,1,2,5,0.05,Very Low
2024-06-12,wednesday,4,24.19,8,0,12,8,17,22,325,2,2,5,0.044444444444444446,Very Low
2024-06-13,thursday,4,24.06,9,0,20,51,31,105,258,3,2,5,0.05,Very Low
2024-06-14,friday,4,20.02,8,0,31,106,18,140,67,4,2,5,0.044444444444444446,Very Low
2024-06-15,saturday,4,21.1,6,0,42,62,61,163,214,5,2,5,0.03333333333333333,Very Low
2024-06-16,sunday,4,22.05,10,0,3,14,10,130,167,6,2,5,0.05555555555555555,Very Low
2024-06-17,monday,4,22.1,5,0,40,22,70,53,169,0,3,5,0.027777777777777776,Very Low
2024-06-22,saturday,4,22.4,6,0,38,75,35,35,58,5,3,5,0.03333333333333333,Very Low
2024-06-23,sunday,4,22.6,6,0,32,18,53,17,296,6,3,5,0.03333333333333333,Very Low
2024-06-24,monday,4,22.69,16,0,42,69,30,67,130,0,4,5,0.08888888888888889,Very Low
2024-06-25,tuesday,4,22.73,1,0,27,62,61,161,88,1,4,5,0.005555555555555556,Very Low
2024-06-26,wednesday,4,23.06,2,0,12,76,1,12,309,2,4,5,0.011111111111111112,Very Low
2024-06-27,thursday,4,22.36,2,0,3,99,13,75,287,3,4,5,0.011111111111111112,Very Low
2024-06-28,friday,4,23.44,1,0,48,30,17,109,106,4,4,5,0.005555555555555556,Very Low
2024-06-29,saturday,4,23.4,9,0,29,6,67,109,229,5,4,5,0.05,Very Low
2024-06-30,sunday,4,23.45,1,0,47,48,41,106,94,6,4,5,0.005555555555555556,Very Low
2024-01-01,monday,3,14.34,162,1,44,0,5,68,239,0,0,0,0.453781512605042,High
2024-01-02,tuesday,3,12.39,171,1,0,101,62,24,226,1,0,0,0.4789915966386555,High
2024-01-03,wednesday,3,13.94,231,1,18,70,72,91,228,2,0,0,0.6470588235294118,Very High
2024-01-04,thursday,3,15.22,106,1,43,58,4,138,227,3,0,0,0.2969187675070028,Medium
2024-01-05,friday,3,13.87,167,1,32,4,1,116,44,4,0,0,0.4677871148459384,High
2024-01-06,saturday,3,14.64,39,1,29,19,10,7,327,5,0,0,0.1092436974789916,Low
2024-01-07,sunday,3,13.81,220,1,42,95,75,169,211,6,0,0,0.6162464985994398,Very High
2024-01-08,monday,3,13.94,153,1,26,25,29,102,138,0,1,0,0.42857142857142855,High
2024-01-09,tuesday,3,3.79,357,1,2,16,43,7,272,1,1,0,1.0,Very High
2024-01-10,wednesday,3,3.96,205,1,35,27,14,7,330,2,1,0,0.5742296918767507,Very High
2024-01-11,thursday,3,4.57,167,1,17,21,46,0,22,3,1,0,0.4677871148459384,High
2024-01-12,friday,3,4.16,162,1,47,48,74,125,85,4,1,0,0.453781512605042,High
2024-01-13,saturday,3,3.09,115,1,20,64,66,144,107,5,1,0,0.32212885154061627,Medium
2024-01-14,sunday,3,5.22,35,1,12,58,4,160,282,6,1,0,0.09803921568627451,Very Low
2024-01-15,monday,3,11.04,176,1,42,105,43,125,192,0,2,0,0.49299719887955185,High
2024-01-16,tuesday,3,9.52,122,1,24,97,72,15,222,1,2,0,0.34173669467787116,Medium
2024-01-17,wednesday,3,11.62,83,1,44,25,50,166,280,2,2,0,0.23249299719887956,Medium
2024-01-18,thursday,3,13.89,78,1,47,99,19,7,295,3,2,0,0.2184873949579832,Medium
2024-01-19,friday,3,16.23,112,1,21,38,18,125,1,4,2,0,0.3137254901960784,Medium
2024-01-20,saturday,3,5.34,17,1,30,36,74,125,93,5,2,0,0.047619047619047616,Very Low
2024-01-21,sunday,3,5.64,10,1,35,113,62,134,239,6,2,0,0.028011204481792718,Very Low
2024-01-22,monday,3,5.26,73,1,41,76,45,7,132,0,3,0,0.20448179271708683,Low
2024-01-23,tuesday,3,7.26,67,1,3,43,31,38,250,1,3,0,0.1876750700280112,Low
2024-01-24,wednesday,3,6.02,51,1,42,31,48,72,238,2,3,0,0.14285714285714285,Low
2024-01-25,thursday,3,8.54,52,1,26,27,14,116,300,3,3,0,0.14565826330532214,Low
2024-01-26,friday,3,7.86,46,1,32,19,10,68,25,4,3,0,0.12885154061624648,Low
2024-01-27,saturday,3,7.82,7,1,3,48,62,76,22,5,3,0,0.0196078431372549,Very Low
2024-01-28,sunday,3,5.36,3,1,0,60,25,125,308,6,3,0,0.008403361344537815,Very Low
2024-01-29,monday,3,4.14,73,1,42,101,18,62,259,0,4,0,0.20448179271708683,Low
2024-01-30,tuesday,3,5.11,57,1,47,30,76,18,233,1,4,0,0.15966386554621848,Low
2024-01-31,wednesday,3,6.29,77,1,29,44,31,125,210,2,4,0,0.21568627450980393,Medium
2024-02-01,thursday,3,7.24,60,1,18,34,29,51,71,3,0,1,0.16806722689075632,Low
2024-02-02,friday,3,7.84,84,1,15,79,20,4,260,4,0,1,0.23529411764705882,Medium
2024-02-03,saturday,3,8.54,17,1,37,4,5,57,323,5,0,1,0.047619047619047616,Very Low
2024-02-04,sunday,3,8.56,28,1,16,0,67,125,195,6,0,1,0.0784313725490196,Very Low
2024-02-05,monday,3,13.64,61,1,0,30,17,7,97,0,1,1,0.17086834733893558,Low
2024-02-06,tuesday,3,15.79,76,1,29,20,68,46,231,1,1,1,0.21288515406162464,Medium
2024-02-07,wednesday,3,16.06,96,1,12,5,31,175,89,2,1,1,0.2689075630252101,Medium
2024-02-08,thursday,3,17.05,110,1,2,35,42,102,217,3,1,1,0.3081232492997199,Medium
2024-02-09,friday,3,15.87,108,1,37,3,18,7,2,4,1,1,0.3025210084033613,Medium
2024-02-10,saturday,3,16.47,52,1,32,18,66,7,313,5,1,1,0.14565826330532214,Low
2024-02-11,sunday,3,17.19,145,1,14,101,72,125,219,6,1,1,0.4061624649859944,Medium
2024-02-12,monday,3,16.14,186,1,17,47,62,104,13,0,2,1,0.5210084033613446,High
2024-02-13,tuesday,3,14.12,146,1,29,50,67,7,270,1,2,1,0.40896358543417366,Medium
2024-02-14,wednesday,3,8.84,173,1,29,41,18,7,267,2,2,1,0.484593837535014,High
2024-02-15,thursday,3,6.34,212,1,16,10,44,68,183,3,2,1,0.5938375350140056,Very High
2024-02-16,friday,3,7.09,134,1,12,27,14,7,293,4,2,1,0.3753501400560224,Medium
2024-02-17,saturday,3,7.34,157,1,42,4,26,57,154,5,2,1,0.43977591036414565,High
2024-02-18,sunday,3,6.99,98,1,18,30,17,116,150,6,2,1,0.27450980392156865,Medium
2024-02-19,monday,3,7.89,147,1,0,70,67,166,66,0,3,1,0.4117647058823529,Medium
2024-02-20,tuesday,3,9.04,111,1,3,24,19,116,286,1,3,1,0.31092436974789917,Medium
2024-02-21,wednesday,3,10.44,186,1,41,47,31,125,263,2,3,1,0.5210084033613446,High
2024-02-22,thursday,3,11.54,114,1,42,31,48,7,315,3,3,1,0.31932773109243695,Medium
2024-02-23,friday,3,15.39,228,1,15,16,27,121,13,4,3,1,0.6386554621848739,Very High
2024-02-24,saturday,3,17.23,218,1,18,97,45,125,13,5,3,1,0.6106442577030813,Very High
2024-02-25,sunday,3,18.3,119,1,3,19,1,7,310,6,3,1,0.3333333333333333,Medium
2024-02-26,monday,3,14.62,151,1,14,117,29,77,108,0,4,1,0.42296918767507,High
2024-02-27,tuesday,3,12.44,88,1,16,19,1,116,312,1,4,1,0.24649859943977592,Medium
2024-02-28,wednesday,3,12.79,210,1,24,105,18,142,243,2,4,1,0.5882352941176471,Very High
2024-02-29,thursday,3,15.37,164,1,42,48,67,125,122,3,4,1,0.45938375350140054,High
2024-03-01,friday,3,16.52,169,1,15,116,29,125,79,4,0,2,0.4733893557422969,High
2024-03-02,saturday,3,13.91,181,1,12,9,47,85,68,5,0,2,0.5070028011204482,High
2024-03-03,sunday,3,10.91,144,1,47,4,1,7,315,6,0,2,0.40336134453781514,Medium
2024-03-04,monday,3,15.24,137,1,19,2,31,185,193,0,1,2,0.38375350140056025,Medium
2024-03-05,tuesday,3,12.14,153,1,15,21,47,7,38,1,1,2,0.42857142857142855,High
2024-03-06,wednesday,3,8.76,190,1,27,56,72,7,235,2,1,2,0.5322128851540616,Very High
2024-03-07,thursday,3,11.62,204,1,29,16,69,7,229,3,1,2,0.5714285714285714,Very High
2024-03-08,friday,3,6.74,160,1,12,14,26,138,119,4,1,2,0.4481792717086835,High
2024-03-09,saturday,3,8.47,126,1,47,27,14,7,289,5,1,2,0.35294117647058826,Medium
2024-03-10,sunday,3,12.12,81,1,49,60,25,57,178,6,1,2,0.226890756302521,Medium
2024-03-11,monday,3,17.22,95,1,41,108,39,133,257,0,2,2,0.2661064425770308,Medium
2024-03-12,tuesday,3,15.84,65,1,33,30,76,7,269,1,2,2,0.18207282913165265,Low
2024-03-13,wednesday,3,13.31,34,1,9,58,23,96,266,2,2,2,0.09523809523809523,Very Low
2024-03-14,thursday,3,14.19,65,1,42,18,53,72,294,3,2,2,0.18207282913165265,Low
2024-03-15,friday,3,9.62,84,1,37,8,31,71,323,4,2,2,0.23529411764705882,Medium
2024-03-16,saturday,3,10.99,40,1,15,62,61,155,185,5,2,2,0.11204481792717087,Low
2024-03-17,sunday,3,12.02,73,1,26,52,34,7,42,6,2,2,0.20448179271708683,Low
2024-03-18,monday,3,15.02,70,1,29,99,13,7,295,0,3,2,0.19607843137254902,Low
2024-03-19,tuesday,3,14.37,79,1,37,31,48,57,6,1,3,2,0.22128851540616246,Medium
2024-03-20,wednesday,3,6.46,104,1,27,46,43,5,136,2,3,2,0.2913165266106443,Medium
2024-03-21,thursday,3,10.29,65,1,3,26,58,112,59,3,3,2,0.18207282913165265,Low
2024-03-22,friday,3,8.47,106,1,24,109,61,1,222,4,3,2,0.2969187675070028,Medium
2024-03-23,saturday,3,11.64,121,1,45,88,31,147,76,5,3,2,0.3389355742296919,Medium
2024-03-24,sunday,3,14.59,99,1,9,14,29,12,29,6,3,2,0.2773109243697479,Medium
2024-03-25,monday,3,7.99,59,1,47,19,1,13,184,0,4,2,0.16526610644257703,Low
2024-03-26,tuesday,3,13.24,89,1,12,71,69,125,284,1,4,2,0.24929971988795518,Medium
2024-03-27,wednesday,3,21.27,119,1,12,84,18,40,336,2,4,2,0.3333333333333333,Medium
2024-03-28,thursday,3,19.47,65,1,32,62,61,46,186,3,4,2,0.18207282913165265,Low
2024-03-29,friday,3,21.94,112,1,20,56,62,7,143,4,4,2,0.3137254901960784,Medium
2024-03-30,saturday,3,25.1,104,1,27,48,20,142,13,5,4,2,0.2913165266106443,Medium
2024-03-31,sunday,3,22.95,81,1,42,77,38,102,166,6,4,2,0.226890756302521,Medium
2024-04-01,monday,3,23.52,65,1,29,99,13,7,298,0,0,3,0.18207282913165265,Low
2024-04-02,tuesday,3,24.81,88,1,15,48,20,37,55,1,0,3,0.24649859943977592,Medium
2024-04-03,wednesday,3,18.31,86,1,29,105,74,7,13,2,0,3,0.24089635854341737,Medium
2024-04-04,thursday,3,17.84,89,1,12,14,18,19,235,3,0,3,0.24929971988795518,Medium
2024-04-05,friday,3,19.94,95,1,42,25,51,125,194,4,0,3,0.2661064425770308,Medium
2024-04-06,saturday,3,19.67,24,1,37,62,61,146,106,5,0,3,0.06722689075630252,Very Low
2024-04-07,sunday,3,15.06,18,1,42,8,44,12,165,6,0,3,0.05042016806722689,Very Low
2024-04-08,monday,3,15.31,14,1,24,37,66,43,14,0,1,3,0.0392156862745098,Very Low
2024-04-09,tuesday,3,16.72,20,1,15,16,31,77,64,1,1,3,0.056022408963585436,Very Low
2024-04-10,wednesday,3,16.22,17,1,3,40,1,62,145,2,1,3,0.047619047619047616,Very Low
2024-04-11,thursday,3,18.11,7,1,29,58,23,47,99,3,1,3,0.0196078431372549,Very Low
2024-04-12,friday,3,19.06,19,1,34,88,43,124,65,4,1,3,0.05322128851540616,Very Low
2024-04-13,saturday,3,19.02,43,1,24,98,62,36,181,5,1,3,0.12044817927170869,Low
2024-04-14,sunday,3,23.06,83,1,15,118,46,60,34,6,1,3,0.23249299719887956,Medium
2024-04-15,monday,3,23.94,108,1,47,27,14,7,179,0,2,3,0.3025210084033613,Medium
2024-04-16,tuesday,3,26.48,143,1,27,35,7,182,119,1,2,3,0.4005602240896359,Medium
2024-04-17,wednesday,3,25.64,127,1,37,92,44,7,9,2,2,3,0.3557422969187675,Medium
2024-04-18,thursday,3,15.34,86,1,21,30,17,77,283,3,2,3,0.24089635854341737,Medium
2024-04-19,friday,3,13.64,137,1,12,14,74,8,197,4,2,3,0.38375350140056025,Medium
2024-04-20,saturday,3,13.44,180,1,15,15,62,50,154,5,2,3,0.5042016806722689,High
2024-04-21,sunday,3,18.52,194,1,41,80,36,34,155,6,2,3,0.5434173669467787,Very High
2024-04-22,monday,3,20.11,161,1,3,35,18,7,83,0,3,3,0.45098039215686275,High
2024-04-23,tuesday,3,18.86,230,1,0,3,31,58,221,1,3,3,0.6442577030812325,Very High
2024-04-24,wednesday,3,25.69,149,1,47,104,69,120,4,2,3,3,0.4173669467787115,Medium
2024-04-25,thursday,3,23.8,172,1,27,9,72,125,34,3,3,3,0.48179271708683474,High
2024-04-26,friday,3,17.55,160,1,29,11,18,25,188,4,3,3,0.4481792717086835,High
2024-04-27,saturday,3,15.84,87,1,42,62,60,160,105,5,3,3,0.24369747899159663,Medium
2024-04-28,sunday,3,16.22,191,1,26,90,26,126,127,6,3,3,0.5350140056022409,Very High
2024-04-29,monday,3,15.04,157,1,29,103,38,7,77,0,4,3,0.43977591036414565,High
2024-04-30,tuesday,3,15.29,118,1,21,18,66,62,299,1,4,3,0.33053221288515405,Medium
2024-05-01,wednesday,3,14.56,271,1,29,85,43,120,205,2,0,4,0.7591036414565826,Very High
2024-05-02,thursday,3,16.06,174,1,37,91,67,132,127,3,0,4,0.48739495798319327,High
2024-05-03,friday,3,18.89,205,1,12,80,20,142,92,4,0,4,0.5742296918767507,Very High
2024-05-04,saturday,3,15.44,202,1,20,48,47,24,177,5,0,4,0.5658263305322129,Very High
2024-05-05,sunday,3,15.22,158,1,42,107,66,62,258,6,0,4,0.4425770308123249,High
2024-05-06,monday,3,18.05,145,1,44,50,24,24,193,0,1,4,0.4061624649859944,Medium
2024-05-07,tuesday,3,21.56,144,1,42,76,1,7,271,1,1,4,0.40336134453781514,Medium
2024-05-08,wednesday,3,23.3,129,1,41,70,20,115,90,2,1,4,0.36134453781512604,Medium
2024-05-09,thursday,3,17.11,223,1,15,16,21,7,175,3,1,4,0.6246498599439776,Very High
2024-05-10,friday,3,16.05,195,1,3,41,65,7,133,4,1,4,0.5462184873949579,Very High
2024-05-11,saturday,3,15.74,183,1,29,11,44,157,146,5,1,4,0.5126050420168067,High
2024-05-12,sunday,3,19.86,100,1,34,19,1,7,321,6,1,4,0.2801120448179272,Medium
2024-05-13,monday,3,13.87,167,1,24,73,77,62,183,0,2,4,0.4677871148459384,High
2024-05-14,tuesday,3,16.55,214,1,15,78,40,7,33,1,2,4,0.5994397759103641,Very High
2024-05-15,wednesday,3,16.73,245,1,18,108,76,42,50,2,2,4,0.6862745098039216,Very High
2024-05-16,thursday,3,16.67,192,1,27,67,36,7,279,3,2,4,0.5378151260504201,Very High
2024-05-17,friday,3,18.47,212,1,25,70,18,80,251,4,2,4,0.5938375350140056,Very High
2024-05-18,saturday,3,19.31,185,1,12,88,31,122,116,5,2,4,0.5182072829131653,High
2024-05-19,sunday,3,16.52,160,1,18,107,44,12,11,6,2,4,0.4481792717086835,High
2024-05-20,monday,3,18.34,221,1,15,69,73,143,96,0,3,4,0.6190476190476191,Very High
2024-05-21,tuesday,3,18.97,277,1,41,86,31,174,256,1,3,4,0.7759103641456583,Very High
2024-05-22,wednesday,3,20.69,319,1,10,105,29,86,142,2,3,4,0.8935574229691877,Very High
2024-05-23,thursday,3,18.22,180,1,41,29,64,156,204,3,3,4,0.5042016806722689,High
2024-05-24,friday,3,19.67,150,1,21,30,76,140,322,4,3,4,0.42016806722689076,Medium
2024-05-25,saturday,3,20.44,173,1,47,79,67,167,23,5,3,4,0.484593837535014,High
2024-05-26,sunday,3,19.14,112,1,3,4,76,17,317,6,3,4,0.3137254901960784,Medium
2024-05-27,monday,3,17.94,287,1,15,7,30,17,77,0,4,4,0.803921568627451,Very High
2024-05-28,tuesday,3,19.86,58,1,26,27,14,17,161,1,4,4,0.16246498599439776,Low
2024-05-29,wednesday,3,24.14,274,1,3,69,25,88,121,2,4,4,0.7675070028011205,Very High
2024-05-30,thursday,3,26.4,191,1,45,46,18,132,12,3,4,4,0.5350140056022409,Very High
2024-05-31,friday,3,27.44,208,1,7,48,65,136,13,4,4,4,0.5826330532212886,Very High
2024-06-01,saturday,3,28.86,70,1,41,24,13,106,302,5,0,5,0.19607843137254902,Low
2024-06-02,sunday,3,32.7,43,1,32,58,23,48,264,6,0,5,0.12044817927170869,Low
2024-06-03,monday,3,31.23,147,1,34,101,61,3,120,0,1,5,0.4117647058823529,Medium
2024-06-04,tuesday,3,32.6,75,1,3,19,1,21,30,1,1,5,0.21008403361344538,Medium
2024-06-05,wednesday,3,27.94,125,1,41,111,6,93,70,2,1,5,0.35014005602240894,Medium
2024-06-06,thursday,3,26.05,97,1,37,27,32,65,292,3,1,5,0.27170868347338933,Medium
2024-06-07,friday,3,26.14,108,1,44,21,46,128,271,4,1,5,0.3025210084033613,Medium
2024-06-08,saturday,3,25.69,34,1,0,79,60,151,246,5,1,5,0.09523809523809523,Very Low
2024-06-09,sunday,3,26.44,25,1,18,33,20,26,53,6,1,5,0.0700280112044818,Very Low
2024-06-10,monday,3,30.42,67,1,21,67,35,17,201,0,2,5,0.1876750700280112,Low
2024-06-11,tuesday,3,35.2,57,1,32,66,43,103,195,1,2,5,0.15966386554621848,Low
2024-06-12,wednesday,3,31.23,55,1,11,63,64,89,140,2,2,5,0.15406162464985995,Low
2024-06-13,thursday,3,33.34,58,1,42,99,13,12,285,3,2,5,0.16246498599439776,Low
2024-06-14,friday,3,25.1,49,1,25,29,64,130,190,4,2,5,0.13725490196078433,Low
2024-06-15,saturday,3,24.1,2,1,38,45,20,82,117,5,2,5,0.0056022408963585435,Very Low
2024-06-16,sunday,3,26.23,1,1,12,42,8,63,307,6,2,5,0.0028011204481792717,Very Low
2024-06-17,monday,3,27.92,1,1,15,47,22,113,7,0,3,5,0.0028011204481792717,Very Low
2024-06-20,thursday,3,27.19,1,1,27,27,14,17,297,3,3,5,0.0028011204481792717,Very Low
2024-06-21,friday,3,26.6,3,1,26,16,18,39,13,4,3,5,0.008403361344537815,Very Low
2024-06-22,saturday,3,25.27,7,1,0,26,58,112,163,5,3,5,0.0196078431372549,Very Low
2024-06-23,sunday,3,25.52,38,1,15,88,31,183,114,6,3,5,0.10644257703081232,Low
2024-06-24,monday,3,26.23,91,1,35,28,15,90,268,0,4,5,0.2549019607843137,Medium
2024-06-25,tuesday,3,26.6,105,1,13,68,20,110,91,1,4,5,0.29411764705882354,Medium
2024-06-26,wednesday,3,26.31,104,1,25,115,24,81,224,2,4,5,0.2913165266106443,Medium
2024-06-27,thursday,3,25.52,105,1,26,16,18,39,26,3,4,5,0.29411764705882354,Medium
2024-06-28,friday,3,25.72,131,1,12,1,40,12,115,4,4,5,0.36694677871148457,Medium
2024-06-29,saturday,3,25.95,68,1,30,27,14,70,7,5,4,5,0.19047619047619047,Low
2024-06-30,sunday,3,28.1,79,1,12,74,3,145,244,6,4,5,0.22128851540616246,Medium
2024-01-01,monday,3,12.49,219,0,15,2,44,178,220,0,0,0,0.6134453781512605,Very High
2024-01-02,tuesday,3,8.1,227,0,46,24,13,3,28,1,0,0,0.6358543417366946,Very High
2024-01-03,wednesday,3,11.64,261,0,7,36,34,142,86,2,0,0,0.7310924369747899,Very High
2024-01-04,thursday,3,11.74,156,0,13,31,48,68,329,3,0,0,0.4369747899159664,High
2024-01-05,friday,3,7.52,250,0,12,37,67,168,206,4,0,0,0.7002801120448179,Very High
2024-01-06,saturday,3,11.44,207,0,33,48,69,125,46,5,0,0,0.5798319327731093,Very High
2024-01-07,sunday,3,12.72,131,0,19,62,61,44,22,6,0,0,0.36694677871148457,Medium
2024-01-08,monday,3,7.62,278,0,16,71,72,116,15,0,1,0,0.7787114845938375,Very High
2024-01-09,tuesday,3,4.24,135,0,14,30,17,125,218,1,1,0,0.37815126050420167,Medium
2024-01-10,wednesday,3,2.82,240,0,45,102,67,2,172,2,1,0,0.6722689075630253,Very High
2024-01-11,thursday,3,2.52,127,0,15,26,58,184,45,3,1,0,0.3557422969187675,Medium
2024-01-12,friday,3,2.62,81,0,42,24,13,7,331,4,1,0,0.226890756302521,Medium
2024-01-13,saturday,3,0.82,39,0,29,60,25,116,25,5,1,0,0.1092436974789916,Low
2024-01-14,sunday,3,4.36,67,0,46,4,48,88,242,6,1,0,0.1876750700280112,Low
2024-01-15,monday,3,9.84,52,0,29,30,76,12,43,0,2,0,0.14565826330532214,Low
2024-01-16,tuesday,3,7.39,30,0,32,62,61,83,174,1,2,0,0.08403361344537816,Very Low
2024-01-17,wednesday,3,5.56,30,0,26,59,64,160,147,2,2,0,0.08403361344537816,Very Low
2024-01-18,thursday,3,13.81,34,0,2,42,41,12,211,3,2,0,0.09523809523809523,Very Low
2024-01-19,friday,3,13.39,28,0,26,4,34,118,180,4,2,0,0.0784313725490196,Very Low
2024-01-20,saturday,3,3.74,13,0,15,19,10,7,326,5,2,0,0.036414565826330535,Very Low
2024-01-21,sunday,3,4.54,15,0,39,21,46,116,31,6,2,0,0.04201680672268908,Very Low
2024-01-22,monday,3,4.64,12,0,45,71,12,137,101,0,3,0,0.03361344537815126,Very Low
2024-01-23,tuesday,3,4.39,6,0,17,18,66,128,329,1,3,0,0.01680672268907563,Very Low
2024-01-24,wednesday,3,3.86,13,0,18,10,5,0,328,2,3,0,0.036414565826330535,Very Low
2024-01-25,thursday,3,6.42,21,0,34,37,20,148,72,3,3,0,0.058823529411764705,Very Low
2024-01-26,friday,3,3.52,14,0,47,6,66,7,56,4,3,0,0.0392156862745098,Very Low
2024-01-27,saturday,3,5.07,9,0,29,58,4,154,237,5,3,0,0.025210084033613446,Very Low
2024-01-28,sunday,3,2.82,7,0,44,4,73,72,211,6,3,0,0.0196078431372549,Very Low
2024-01-29,monday,3,2.19,14,0,17,70,67,166,100,0,4,0,0.0392156862745098,Very Low
2024-01-30,tuesday,3,3.52,19,0,2,36,20,125,232,1,4,0,0.05322128851540616,Very Low
2024-01-31,wednesday,3,5.02,14,0,15,113,62,148,21,2,4,0,0.0392156862745098,Very Low
2024-02-01,thursday,3,1.89,16,0,12,27,14,7,334,3,0,1,0.04481792717086835,Very Low
2024-02-02,friday,3,5.96,9,0,42,58,4,160,207,4,0,1,0.025210084033613446,Very Low
2024-02-03,saturday,3,2.79,21,0,30,109,74,7,8,5,0,1,0.058823529411764705,Very Low
2024-02-04,sunday,3,7.84,42,0,26,89,31,123,101,6,0,1,0.11764705882352941,Low
2024-02-05,monday,3,12.27,58,0,35,15,45,92,234,0,1,1,0.16246498599439776,Low
2024-02-06,tuesday,3,10.84,44,0,3,26,59,179,261,1,1,1,0.12324929971988796,Low
2024-02-07,wednesday,3,13.87,50,0,42,24,19,7,333,2,1,1,0.1400560224089636,Low
2024-02-08,thursday,3,12.37,57,0,21,21,46,119,319,3,1,1,0.15966386554621848,Low
2024-02-09,friday,3,11.47,51,0,47,19,1,153,209,4,1,1,0.14285714285714285,Low
2024-02-10,saturday,3,14.87,113,0,15,83,71,166,281,5,1,1,0.3165266106442577,Medium
2024-02-11,sunday,3,13.29,123,0,21,62,60,44,152,6,1,1,0.3445378151260504,Medium
2024-02-12,monday,3,11.27,175,0,3,57,47,7,262,0,2,1,0.49019607843137253,High
2024-02-13,tuesday,3,6.72,176,0,0,19,1,24,316,1,2,1,0.49299719887955185,High
2024-02-14,wednesday,3,7.26,132,0,15,58,4,160,208,2,2,1,0.3697478991596639,Medium
2024-02-15,thursday,3,6.22,209,0,37,76,69,168,85,3,2,1,0.5854341736694678,Very High
2024-02-16,friday,3,5.89,208,0,29,25,29,94,225,4,2,1,0.5826330532212886,Very High
2024-02-17,saturday,3,5.64,135,0,26,2,31,181,252,5,2,1,0.37815126050420167,Medium
2024-02-18,sunday,3,3.84,250,0,14,71,62,125,103,6,2,1,0.7002801120448179,Very High
2024-02-19,monday,3,5.89,275,0,26,56,34,7,159,0,3,1,0.7703081232492998,Very High
2024-02-20,tuesday,3,3.89,191,0,32,101,18,7,278,1,3,1,0.5350140056022409,Very High
